index,Provider ID,State,ZIP Code,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
1665,150011,IN,46952,7656607000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Above Average,,Average,,Above Average,,Average,,Average,,Above Average,,Average,,"441 N WABASH AVE, MARION, IN 46952, (40.563853, -85.665139)"
1666,140233,IL,61108,8152262000,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Below Average,,Above Average,,Average,,Average,,Average,,Average,,Average,,"5666 EAST STATE STREET, ROCKFORD, IL 61108, (42.265778, -89.0073)"
1667,190114,LA,71040,3189272024,Acute Care Hospitals,Government - Local,1,4.0,,Average,,Average,,Average,,Above Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"620 EAST COLLEGE STREET, HOMER, LA 71040, (32.794528, -93.062478)"
1668,220012,MA,2601,5087711800,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Above Average,,Average,,Average,,Above Average,,Below Average,,Above Average,,"88 LEWIS BAY ROAD, HYANNIS, MA 02601, (41.654035, -70.275043)"
1669,150128,IN,46227,3178877000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Above Average,,Above Average,,Above Average,,Average,,Average,,Above Average,,"1402 E COUNTY LINE RD S, INDIANAPOLIS, IN 46227, (39.635538, -86.133908)"
1670,150150,IN,46825,2604163000,Acute Care Hospitals,Proprietary,1,4.0,,Average,,Average,,Average,,Average,,Above Average,,Above Average,,Average,,"2520 E DUPONT RD, FORT WAYNE, IN 46825, (41.178689, -85.110597)"
1671,141308,IL,62263,6183272264,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"705 S GRAND, NASHVILLE, IL 62263, (38.338774, -89.390036)"
1672,190036,LA,70121,5048423000,Acute Care Hospitals,Voluntary non-profit - Private,1,2.0,,Average,,Below Average,,Below Average,,Below Average,,Average,,Below Average,,Below Average,,"1516 JEFFERSON HWY, NEW ORLEANS, LA 70121, (29.962946, -90.146342)"
1673,111308,GA,31634,9124875211,Critical Access Hospitals,Government - Local,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,"1050 VALDOSTA HIGHWAY, HOMERVILLE, GA 31634, (31.032647, -82.763871)"
1674,190102,LA,70508,3374702000,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Above Average,,Above Average,,Above Average,,Above Average,,Average,,Below Average,,"4801 AMBASSADOR CAFFERY PARKWAY, LAFAYETTE, LA 70508, (30.148797, -92.038349)"
1675,151311,IN,46072,7656758500,Critical Access Hospitals,Voluntary non-profit - Other,1,4.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Average,,Above Average,,Average,,"1000 S MAIN ST, TIPTON, IN 46072, (40.272124, -86.041101)"
1676,190128,LA,70817,2259271300,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Above Average,,Average,,Above Average,,Unknown,Results are not available for this reporting period,"100 WOMAN'S WAY, BATON ROUGE, LA 70817, (30.384001, -91.03687)"
1677,180049,KY,40475,8596233131,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Above Average,,Average,,Average,,Above Average,,Average,,Average,,"801 EASTERN BYPASS, RICHMOND, KY 40475, (37.731775, -84.293077)"
1678,111333,GA,31539,9123757781,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Average,,"163 SOUTH TALLAHASSEE STREET, P O BOX 1690, HAZLEHURST, GA 31539, (31.856972, -82.608434)"
1679,140210,IL,62946,6182537671,Acute Care Hospitals,Voluntary non-profit - Other,1,3.0,,Average,,Average,,Below Average,,Average,,Average,,Above Average,,Below Average,,"100 DOCTOR WARREN TUTTLE DR, HARRISBURG, IL 62946, (37.730882, -88.524467)"
1680,190255,LA,70508,3372378119,Acute Care Hospitals,Proprietary,0,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Above Average,,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"4811 AMBASSADOR CAFFERY PARKWAY, LAFAYETTE, LA 70508, (30.148988, -92.038689)"
1681,190177,LA,70433,9858674443,Acute Care Hospitals,Proprietary,1,3.0,,Average,,Below Average,,Average,,Average,,Above Average,,Above Average,,Below Average,,"95 JUDGE TANNER BOULEVARD, COVINGTON, LA 70433, (30.409916, -90.081172)"
1682,171359,KS,67879,6203764221,Critical Access Hospitals,Government - Local,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"506 3RD STREET, TRIBUNE, KS 67879, (38.470477, -101.749762)"
1683,151331,IN,47112,8127384251,Critical Access Hospitals,Government - Local,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Average,,Above Average,,Average,,"1141 HOSPITAL DR NW, CORYDON, IN 47112, (38.23898, -86.14774)"
1684,200037,ME,4938,2077786031,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Average,,Below Average,,Average,,Above Average,,Average,,Average,,"111 FRANKLIN HEALTH COMMONS, FARMINGTON, ME 04938, (44.625115, -70.161244)"
1685,150176,IN,47129,8122803300,Acute Care Hospitals,Proprietary,0,1.0,,Average,,Below Average,,Below Average,,Average,,Below Average,,Average,,Average,,"4601 MEDICAL PLAZA WAY, CLARKSVILLE, IN 47129, (38.333164, -85.751155)"
1686,161337,IA,52565,3192933171,Critical Access Hospitals,Government - Local,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"304 FRANKLIN STREET, KEOSAUQUA, IA 52565, (40.735877, -91.959067)"
1687,151314,IN,47167,8128835881,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Below Average,,Above Average,,Average,,"911 N SHELBY ST, SALEM, IN 47167, (38.613165, -86.107802)"
1688,150165,IN,46321,2199224200,Acute Care Hospitals,Voluntary non-profit - Private,0,4.0,,Average,,Average,,Average,,Above Average,,Average,,Unknown,Results are not available for this reporting period,Average,,"701 SUPERIOR AVE, MUNSTER, IN 46321, (41.537257, -87.511493)"
1689,160147,IA,50112,6412367511,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Above Average,,Average,,Above Average,,Average,,"210 FOURTH AVENUE, GRINNELL, IA 50112, (41.743286, -92.733237)"
1690,161369,IA,51442,7122652500,Critical Access Hospitals,Voluntary non-profit - Other,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"100 MEDICAL PARKWAY, DENISON, IA 51442, (42.023257, -95.377086)"
1691,220030,MA,1069,4132837651,Acute Care Hospitals,Voluntary non-profit - Other,1,4.0,,Above Average,,Average,,Average,,Average,,Average,,Average,,Average,,"40 WRIGHT STREET, PALMER, MA 01069, (42.16813, -72.342457)"
1692,150082,IN,47747,8124505000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Below Average,,Above Average,,Below Average,,Above Average,,Above Average,,Above Average,,Above Average,,"600 MARY ST, EVANSVILLE, IN 47747, (37.983252, -87.570726)"
1693,180088,KY,40202,5026298000,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Above Average,,Average,,Below Average,,Below Average,,Below Average,,Average,,Average,,"200 EAST CHESTNUT STREET, LOUISVILLE, KY 40202, (38.248212, -85.751122)"
1694,171358,KS,67456,7852273308,Critical Access Hospitals,Voluntary non-profit - Private,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"605 W LINCOLN STREET, LINDSBORG, KS 67456, (38.573435, -97.683494)"
1695,170142,KS,66502,7857762831,Acute Care Hospitals,Voluntary non-profit - Church,1,3.0,,Average,,Below Average,,Average,,Average,,Average,,Above Average,,Average,,"1823 COLLEGE AVE, MANHATTAN, KS 66502, (39.203117, -96.598186)"
1696,161301,IA,50421,6414443223,Critical Access Hospitals,Government - Local,1,3.0,There are too few measures or measure groups reported to calculate a star rating or measure group score,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Average,,Above Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"403 FIRST STREET SE, BELMOND, IA 50421, (42.844988, -93.612825)"
1697,180116,KY,42066,2702514585,Acute Care Hospitals,Government - Hospital District or Authority,1,3.0,,Average,,Above Average,,Below Average,,Average,,Average,,Above Average,,Below Average,,"1099 MEDICAL CENTER CIRCLE, MAYFIELD, KY 42066, (36.757411, -88.650981)"
1698,190202,LA,70816,2257554876,Acute Care Hospitals,Voluntary non-profit - Private,1,4.0,,Average,,Average,,Above Average,,Average,,Average,,Average,,Below Average,,"17000 MEDICAL CENTER DR, BATON ROUGE, LA 70816, (30.440994, -91.001513)"
1699,170017,KS,67042,3163224557,Acute Care Hospitals,Voluntary non-profit - Private,1,3.0,,Below Average,,Average,,Average,,Above Average,,Average,,Above Average,,Average,,"720 W CENTRAL ST, EL DORADO, KS 67042, (37.817438, -96.859012)"
1700,141321,IL,62812,6184393761,Critical Access Hospitals,Government - Hospital District or Authority,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Unknown,Results are not available for this reporting period,"201 BAILEY LANE, BENTON, IL 62812, (38.00913, -88.917737)"
1701,151317,IN,47441,8128472281,Critical Access Hospitals,Government - Local,1,3.0,,Average,,Unknown,Results are not available for this reporting period,Average,,Average,,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,Unknown,Results are not available for this reporting period,"1185 N 1000 W, LINTON, IN 47441, (39.040496, -87.129176)"
